key,level,name,full_name,description,shade,parent
3906,4,Odooku,Services##Logic Services##Business Logic##Odooku,"Odooku is a cloud-native deployment framework that adapts Odoo to run as a stateless, 12-factor app, ideal for platforms like Heroku or containerized environments.

This open-source project integrates Odoo with Django, providing a bridge between Odoo's ERP system and Django's web framework. It allows developers to seamlessly interact with Odoo models and data within Django applications, offering tools for building hybrid applications that leverage the strengths of both platforms","rgb(42, 187, 157)",2220
3029,4,Office Open XML,Services##Output Services##Reporting Services##Office Open XML,"The Open XML SDK provides tools for working with Office Word, Excel, and PowerPoint documents.","rgb(181, 26, 0)",2264
3233,4,OkHttp,Services##Logic Services##Business Logic Communication##OkHttp,HTTP is the way modern applications network. It’s how we exchange data & media.,"rgb(56, 87, 26)",2221
3096,4,Okta for Java,Services##Logic Services##Business Logic##Okta for Java,"Okta provides a comprehensive Java SDK that enables seamless integration of authentication, authorization, and user management functionalities into Java applications.","rgb(213, 132, 0)",2220
3210,4,OpCon Scheduler utility,Services##Logic Services##Business Logic##OpCon Scheduler utility,"OpCon workload automation platform
and job scheduler","rgb(240, 80, 20)",2220
64,4,Open Web Interface for .NET (OWIN),Services##Logic Services##Business Logic##Open Web Interface for .NET (OWIN),"OWIN allows web apps to be decoupled from web servers. It defines a standard way for middleware to be used in a pipeline to handle requests and associated responses. ASP.NET Core applications and middleware can interoperate with OWIN-based applications, servers, and middleware.","rgb(148, 0, 255)",2220
4107,4,OpenAI for JS-TS,Services##Logic Services##Business Logic##OpenAI for JS-TS,Official OpenAI API libraries,"rgb(68, 68, 68)",2220
3918,4,OpenCV,Services##Logic Services##Business Logic##OpenCV,"OpenCV (Open Source Computer Vision Library) is used for computer vision tasks, including image processing, video analysis, and machine learning for visual tasks.","rgb(42, 187, 157)",2220
412,4,OpenCensus,Services##Logic Services##Business Logic##OpenCensus,"OpenCensus is a set of libraries for various languages that allow you to collect application metrics and distributed traces, then transfer the data to a backend of your choice in real time","rgb(102, 156, 53)",2220
4046,4,OpenCensus,Services##Logic Services##Business Logic##OpenCensus,OpenCensus is a metrics and distributed tracing library for observability in cloud-native applications.,"rgb(105, 185, 247)",2220
145,4,OpenFeign,Services##Logic Services##Business Logic Communication##OpenFeign,Feign makes writing java http clients easier.,"rgb(102, 156, 53)",2221
3481,4,OpenOffice for Java,Services##Logic Services##Business Logic##OpenOffice for Java,Java SDK for OpenOffice for Java,"rgb(123, 33, 159)",2220
3862,4,OpenPop.NET,Services##Logic Services##Business Logic##OpenPop.NET,"OpenPop.NET is an open source implementation of a POP3 client and a robust MIME parser written in C#.
     It allows developers easy access to email on a POP3 server in a matter of minutes.","rgb(154, 166, 14)",2220
591,4,OpenSAML-J,Services##Logic Services##Business Logic##OpenSAML-J,The OpenSAML-J library provides tools to support developers working with the Security Assertion Markup Language (SAML).,"rgb(0, 86, 214)",2220
3005,4,OpenTelemetry for .NET,Services##Application Services##Distributed Tracing##OpenTelemetry for .NET,All .NET libraries for OpenTelemetry,"rgb(0, 66, 170)",3061
496,4,OpenTelemetry for JS-TS,Services##Logic Services##Business Logic##OpenTelemetry for JS-TS,"OpenTelemetry JavaScript, Typescript Client","rgb(58, 136, 254)",2220
627,4,OpenTelemetry for Java,Services##Application Services##Distributed Tracing##OpenTelemetry for Java,"OpenTelemetry is an observability framework – an API, SDK, and tools that are designed to aid in the generation and collection of application telemetry data such as metrics, logs, and traces.","rgb(0, 86, 214)",3061
3909,4,OpenTelemetry for Python,Services##Logic Services##Business Logic##OpenTelemetry for Python,"OpenTelemetry is an open-source framework for collecting, processing, and exporting telemetry data (such as metrics, traces, and logs) from applications and services. It provides standardized APIs and libraries to help developers instrument their code, enabling observability across distributed systems","rgb(42, 187, 157)",2220
410,4,OpenTracing for Java,Services##Logic Services##Business Logic##OpenTracing for Java,"OpenTracing is comprised of an API specification, frameworks and libraries that have implemented the specification, and documentation for the project.","rgb(0, 140, 180)",2220
4076,4,OpenTracing for Python,Services##Logic Services##Business Logic##OpenTracing for Python,"OpenTracing is a vendor-neutral API for distributed tracing, which helps you track requests as they flow through microservices or components. While OpenTracing is now merged into OpenTelemetry, it’s still used in some existing systems and integrations.","rgb(0, 140, 180)",2220
416,4,OpenZipkin for Java,Services##Application Services##Distributed Tracing##OpenZipkin for Java,Zipkin is a distributed tracing system. It helps gather timing data needed to troubleshoot latency problems in service architectures. Features include both the collection and lookup of this data.,"rgb(255, 106, 0)",3061
518,4,Opencsv,Services##Output Services##Reporting Services##Opencsv,A simple library for reading and writing CSV in Java,"rgb(181, 26, 0)",2264
3645,4,Openhtmltopdf,Services##Output Services##Reporting Services##Openhtmltopdf,"com.openhtmltopdf is a Java library that converts HTML and CSS into PDF documents using a headless rendering engine. It is commonly used for generating PDFs from web content, reports, and templates while supporting modern CSS styles, JavaScript, and images.","rgb(247, 187, 59)",2264
3630,4,Opensagres XDocReport,Services##Output Services##Reporting Services##Opensagres XDocReport,"Java library for generating and merging reports using document formats like DOCX and ODT. It allows developers to populate templates with data using simple syntax (e.g., Freemarker or Velocity) and export them to formats like PDF.","rgb(24, 197, 220)",2264
506,4,Oracle Database for JS-TS,Services##Logic Services##Data Access Services##Oracle Database for JS-TS,Node.js modules for Oracle Database Access from JavaScript and TypeScript,"rgb(227, 36, 0)",2225
3291,4,Oracle Documerge Utility,Services##Logic Services##Data Access Services##Oracle Documerge Utility,Oracle Documerge Utility,"rgb(240, 80, 20)",2225
1821,4,Oracle Forms,Services##Logic Services##Business Logic##Oracle Forms,Oracle Forms,"rgb(223, 18, 18)",2220
3537,4,Oracle Forms Presentation,User Interaction##Screen Interaction##Rich Client Presentation##Oracle Forms Presentation,Oracle Forms Presentation,"rgb(122, 40, 0)",2266
1860,4,Oracle PLSQL,Data Services##Database Services##RDBMS Services##Oracle PLSQL,Oracle Database Technologies,"rgb(241, 8, 8)",2263
3580,4,Oracle Report,Services##Output Services##Reporting Services##Oracle Report,Oracle Report,"rgb(223, 18, 18)",2264
170,4,Oracle SDKs for Java,Services##Logic Services##Business Logic##Oracle SDKs for Java,Oracle SDKs/Libraries for Java.,"rgb(181, 26, 0)",2220
3293,4,Oracle Virtual Storage Manager Utility,Services##Logic Services##Data Access Services##Oracle Virtual Storage Manager Utility,"Virtual Storage Manager (VSM) is StorageTek's virtual storage solution to the
problem of inefficient use of tape media and transports.","rgb(240, 80, 20)",2225
336,4,Oracle WebLogic for Java,Services##Logic Services##Business Logic##Oracle WebLogic for Java,Specific Java components designed for applications running on Oracle WebLogic Server.,"rgb(217, 80, 0)",2220
452,4,Oracle WebServices,Services##Logic Services##Business Logic##Oracle WebServices,Oracle WebServices,"rgb(255, 64, 19)",2220
42,4,Oracle for .NET,Services##Logic Services##Data Access Services##Oracle for .NET,Oracle SDKs/Libraries for .NET.,"rgb(227, 36, 0)",2225
574,4,OrmLite,Services##Logic Services##Data Access Services##OrmLite,"Object Relational Mapping Lite (ORM Lite) provides some simple, lightweight functionality for persisting Java objects to SQL databases while avoiding the complexity and overhead of more standard ORM packages.","rgb(181, 26, 0)",2225
3646,4,PDF Clown,Services##Output Services##Reporting Services##PDF Clown,Open Source PDF Library for .NET,"rgb(116, 152, 236)",2264
3707,4,Pandas,Services##Logic Services##Business Logic##Pandas,"pandas is a fast, powerful, flexible and easy to use open source data analysis and manipulation tool","rgb(44, 19, 118)",2220
489,4,Passport,Services##Application Services##Authentication Services##Passport,"Simple, unobtrusive authentication for Node.js","rgb(0, 98, 22)",3056
182,4,PayPal SDK for Java,Services##Logic Services##Business Logic##PayPal SDK for Java,PayPal SDK for Java,"rgb(58, 136, 254)",2220
50,4,PayPal for .NET,Services##Logic Services##Business Logic##PayPal for .NET,PayPal SDK for .NET,"rgb(0, 66, 170)",2220
3976,4,Pdfminer.six,Services##Output Services##Reporting Services##Pdfminer.six,"Pdfminer.six is a community maintained fork of the original PDFMiner. It is a tool for extracting information from PDF documents. It focuses on getting and analyzing text data. Pdfminer.six extracts the text from a page directly from the sourcecode of the PDF. It can also be used to get the exact location, font or color of the text.","rgb(42, 187, 157)",2264
3394,4,PetaPoco,Services##Logic Services##Data Access Services##PetaPoco,PetaPoco is a tiny & fast micro-ORM for .NET,"rgb(150, 0, 250)",2225
1813,4,Petals,Services##Logic Services##Business Logic##Petals,Petals ESB is an open-source Enterprise Service Bus (ESB).,"rgb(0, 140, 180)",2220
4028,4,Plotly,Services##Logic Services##Business Logic##Plotly,Plotly Open Source Graphing Library for Python,"rgb(36, 115, 219)",2220
4011,4,PnPJS,Services##Logic Services##Business Logic##PnPJS,Fluent JavaScript API for SharePoint and Microsoft Graph REST APIs,"rgb(56, 87, 26)",2220
2923,4,Poco,Services##Logic Services##Business Logic##Poco,"The POCO C++ Libraries are powerful cross-platform C++ libraries for building network- and internet-based applications that run on desktop, server, mobile, IoT, and embedded systems.","rgb(0, 109, 143)",2220
3172,4,Polly,Services##Output Services##Reporting Services##Polly,"Polly is a .NET resilience and transient-fault-handling library that allows developers to express policies such as Retry, Circuit Breaker, Timeout, Bulkhead Isolation, and Fallback in a fluent and thread-safe manner","rgb(77, 34, 179)",2264
3414,4,Polymer for JS-TS,Services##Logic Services##Business Logic##Polymer for JS-TS,The Polymer library provides a set of features for creating custom elements.,"rgb(97, 23, 124)",2220
4012,4,Popmotion,Services##Logic Services##Business Logic##Popmotion,The animator’s JavaScript toolbox.,"rgb(255, 64, 255)",2220
1808,4,PostgreSQL JDBC Driver,Services##Logic Services##Data Access Services##PostgreSQL JDBC Driver,"PostgreSQL SDK/Libraries for Java
pgJDBC provides a reasonably complete implementation of the JDBC specification in addition to some PostgreSQL specific extensions.","rgb(0, 109, 143)",2225
511,4,PostgreSQL for JS-TS,Services##Logic Services##Data Access Services##PostgreSQL for JS-TS,All libraries used to access PostgreSQL database from JavaScript and TypeScript.,"rgb(0, 97, 255)",2225
1803,4,PostgreSQL for Python,Services##Logic Services##Data Access Services##PostgreSQL for Python,Set of PostgreSQL client libraries for Python,"rgb(0, 109, 143)",2225
516,4,PowerMock,Services##Logic Services##Business Logic##PowerMock,PowerMock is a Java framework that allows you to unit test code normally regarded as untestable.,"rgb(123, 8, 217)",2220
3473,4,Preact,Services##Logic Services##Business Logic##Preact,Fast 3kB alternative to React with the same modern API,"rgb(123, 33, 159)",2220
393,4,PrimeFaces,User Interaction##Web Interaction##Web Presentation##PrimeFaces,"PrimeFaces is a popular open source framework for JavaServer Faces featuring over 100 components, touch optimized mobilekit, client side validation, theme engine and more.","rgb(0, 86, 214)",2278
3780,4,Prism,User Interaction##Screen Interaction##Rich Client Presentation##Prism,"Prism is a framework for building loosely coupled, maintainable, and testable XAML applications in WPF, Xamarin Forms, Uno Platform and WinUI. Separate releases are available for each platform and those will be developed on independent timelines. Prism provides an implementation of a collection of design patterns that are helpful in writing well-structured and maintainable XAML applications, including MVVM, dependency injection, commands, EventAggregator, and others. Prism's core functionality is a shared code base supported in .NET Standard 2.0, .NET Framework 4.6 / 4.7, and .NET6.0/.NET8.0. Those things that need to be platform specific are implemented in the respective libraries for the target platform. Prism also provides great integration of these patterns with the target platform.","rgb(154, 166, 14)",2266
3399,4,Prisma,Services##Logic Services##Data Access Services##Prisma,"Prisma is a next-generation ORM that consists of these tools:

Prisma Client: Auto-generated and type-safe query builder for Node.js & TypeScript
Prisma Migrate: Declarative data modeling & migration system
Prisma Studio: GUI to view and edit data in your database
Prisma Client can be used in any Node.js or TypeScript backend application (including serverless applications and microservices). This can be a REST API, a GraphQL API, a gRPC API, or anything else that needs a database.","rgb(0, 60, 20)",2225
495,4,Progress Kendo UI,User Interaction##Web Interaction##Web Presentation##Progress Kendo UI,"Kendo UI is a bundle of four JavaScript UI libraries built natively for jQuery, Angular, React and Vue.","rgb(0, 249, 0)",2278
3961,4,Progress Kendo UI for .NET,User Interaction##Web Interaction##Web Presentation##Progress Kendo UI for .NET,"Kendo UI is a bundle of four JavaScript UI libraries built natively for jQuery, Angular, React and Vue.","rgb(0, 249, 0)",2278
164,4,Projectreactor,Services##Logic Services##Business Logic##Projectreactor,"Reactor is a fourth-generation reactive library, based on the Reactive Streams specification, for building non-blocking applications on the JVM.","rgb(119, 187, 65)",2220
3009,4,Prometheus for .NET,Services##Application Services##Monitoring Alerting##Prometheus for .NET,All libraries to access Prometheus service with .NET,"rgb(255, 98, 81)",3060
407,4,Prometheus for Java,Services##Application Services##Monitoring Alerting##Prometheus for Java,Prometheus is an open-source systems monitoring and alerting toolkit originally built at SoundCloud.,"rgb(227, 36, 0)",3060
4041,4,Protobuf,Services##Logic Services##Business Logic##Protobuf,"protobuf is a cross-platform serialization library that defines data structures in .proto files and compiles them into efficient, compact, strongly-typed binary formats for fast communication or storage.","rgb(32, 27, 100)",2220
3889,4,PyCrypto,Services##Logic Services##Build Services##PyCrypto,"PyCrypto is a deprecated Python library for cryptographic operations. It was replaced by PyCryptodome, which is a drop-in replacement with security updates and additional features.","rgb(18, 133, 171)",1951
3890,4,PyCryptodome,Services##Logic Services##Build Services##PyCryptodome,"PyCryptodome is a modern, actively maintained replacement for PyCrypto, providing strong cryptographic algorithms for encryption, hashing, and authentication.","rgb(18, 133, 171)",1951
3974,4,PyJWT,Services##Logic Services##Business Logic##PyJWT,Python library which allows you to encode and decode JSON Web Tokens (JWT).,"rgb(42, 187, 157)",2220
3975,4,PyPDF2,Services##Output Services##Reporting Services##PyPDF2,"PyPDF2 is a free and open source pure-python PDF library capable of splitting, merging, cropping, and transforming the pages of PDF files","rgb(42, 187, 157)",2264
3914,4,PyTorch,Services##Logic Services##Business Logic##PyTorch,"PyTorch, developed by Facebook, is a popular deep-learning library that emphasizes flexibility and speed, with a dynamic computation graph and strong support for GPU acceleration. It's also the successor of Torch.","rgb(42, 187, 157)",2220
4036,4,PyYAML,Services##Logic Services##Business Logic##PyYAML,"PyYAML is a data serialization library, primarily used to read and write YAML files, especially for configuration and structured data exchange","rgb(9, 113, 101)",2220
3907,4,Pydantic,Services##Logic Services##Business Logic##Pydantic,"Pydantic is a data validation and settings management library for Python, primarily used for defining and validating data models. It is built on top of Python’s type annotations and provides automatic data parsing, validation, and serialization, ensuring that data adheres to the specified types and constraints","rgb(42, 187, 157)",2220
4049,4,Pygments,Services##Logic Services##Business Logic##Pygments,"Generic syntax highlighter suitable for use in code hosting, forums, wikis or other applications that need to prettify source code.","rgb(13, 145, 28)",2220
3897,4,Pylint,Services##Logic Services##Business Logic##Pylint,"Pylint is a Python static code analysis tool that checks for errors in Python code, enforces a coding standard, and provides suggestions to improve code quality. It helps ensure that your Python code follows best practices and adheres to guidelines like PEP 8.","rgb(0, 140, 180)",2220
8,4,Python,Services##Logic Services##Business Logic##Python,Python Libraries,"rgb(53, 114, 10)",2220
3972,4,Python Binary Data Services,Services##Logic Services##Business Logic##Python Binary Data Services,The modules provide some basic services operations for manipulation of binary data.,"rgb(42, 187, 157)",2220
3940,4,Python Concurrent Execution,Services##Logic Services##Business Logic##Python Concurrent Execution,Variety of specialized Python libraries for Concurrent Execution,"rgb(42, 187, 157)",2220
2175,4,Python Data Access,Services##Logic Services##Data Access Services##Python Data Access,Python Data Access,"rgb(6, 128, 35)",2225
3936,4,Python Data Compression and Archiving,Services##Logic Services##Business Logic##Python Data Compression and Archiving,Variety of specialized Python libraries for Data Compression and Archiving,"rgb(42, 187, 157)",2220
3935,4,Python Data Persistence,Services##Logic Services##Data Access Services##Python Data Persistence,Variety of specialized Python data in a persistent form on disk.,"rgb(42, 187, 157)",2225
3931,4,Python Data Types,Services##Logic Services##Business Logic##Python Data Types,"Variety of specialized data types such as dates and times, fixed-type arrays, heap queues, double-ended queues, and enumerations.","rgb(42, 187, 157)",2220
3968,4,Python Debugging and Profiling,Services##Logic Services##Business Logic##Python Debugging and Profiling,A variety of specialized Python libraries for Debugging and Profiling,"rgb(42, 187, 157)",2220
3969,4,Python Development Tools,Services##Logic Services##Business Logic##Python Development Tools,A variety of specialized Python libraries for Development Tools,"rgb(42, 187, 157)",2220
2176,4,Python Exposed Services,System Interaction##Communication Services##Exposed API##Python Exposed Services,All Python REST/SOAP/RPC exposed services,"rgb(6, 128, 35)",2231
3937,4,Python File Formats,Services##Logic Services##Business Logic##Python File Formats,Variety of specialized Python libraries for File Formats,"rgb(42, 187, 157)",2220
3934,4,Python File and Directory Access,Services##Logic Services##Data Access Services##Python File and Directory Access,"Variety of specialized File and Directory Access related Libraries for reading the properties of files, manipulating paths in a portable way, and creating temporary files","rgb(42, 187, 157)",2225
3933,4,Python Functional Programming,Services##Logic Services##Business Logic##Python Functional Programming,Variety of specialized Functional Programming related Libraries,"rgb(42, 187, 157)",2220
3939,4,Python Generic Operating System,Services##Logic Services##Business Logic##Python Generic Operating System,Variety of specialized Python libraries for Generic Operating System services,"rgb(42, 187, 157)",2220
4039,4,Python Imaging Library,Services##Logic Services##Business Logic##Python Imaging Library,"Python Imaging Libraries are tools for image processing, editing, and manipulation — used for opening, saving, transforming, filtering, and analyzing image files in many formats.","rgb(86, 78, 208)",2220
3950,4,Python Importing Modules,Services##Logic Services##Business Logic##Python Importing Modules,Variety of specialized Python libraries for Python Importing Modules,"rgb(42, 187, 157)",2220
3947,4,Python Internationalization,Services##Logic Services##Business Logic##Python Internationalization,Variety of specialized Python libraries for Internationalization,"rgb(42, 187, 157)",2220
3943,4,Python Internet Data Handling,Services##Logic Services##Business Logic Communication##Python Internet Data Handling,Variety of specialized Python libraries for Internet Data Handling,"rgb(42, 187, 157)",2221
3944,4,Python Internet Protocols,Services##Logic Services##Business Logic Communication##Python Internet Protocols,Variety of specialized Python libraries for  internet protocols and support for related technology.,"rgb(42, 187, 157)",2221
3951,4,Python Language Services,Services##Logic Services##Business Logic##Python Language Services,Variety of specialized Python libraries for Python Language Services,"rgb(42, 187, 157)",2220
4062,4,Python Linting Libs,Services##Logic Services##Business Logic##Python Linting Libs,"Python linting libraries like flake8, pylint, and ruff analyze code to detect style violations, potential bugs, and maintainability issues, helping enforce coding standards automatically.","rgb(9, 114, 159)",2220
3959,4,Python MS Windows Specific Services,Services##Logic Services##Business Logic##Python MS Windows Specific Services,Variety of specialized Python libraries for MS Windows Specific Services,"rgb(42, 187, 157)",2220
4079,4,Python Microsoft SQL Server Drivers,Services##Logic Services##Data Access Services##Python Microsoft SQL Server Drivers,Python library that uses Microsoft SQL Server drivers to provide a consistent interface for connecting and working with many types of databases.,"rgb(202, 28, 28)",2225
3945,4,Python Multimedia Services,Services##Logic Services##Business Logic##Python Multimedia Services,Variety of specialized Python libraries for Multimedia Services,"rgb(42, 187, 157)",2220
3942,4,Python Networking and Interprocess Communication,Services##Logic Services##Business Logic Communication##Python Networking and Interprocess Communication,Variety of specialized Python libraries for Networking and Interprocess Communication,"rgb(42, 187, 157)",2221
3932,4,Python Numeric and Mathematical,Services##Logic Services##Business Logic##Python Numeric and Mathematical,Variety of specialized numeric and math-related Libraries,"rgb(42, 187, 157)",2220
4065,4,Python ODBC Drivers,Services##Logic Services##Data Access Services##Python ODBC Drivers,Python library that uses ODBC drivers to provide a consistent interface for connecting and working with many types of databases.,"rgb(202, 28, 28)",2225
3948,4,Python Program Frameworks,Services##Logic Services##Business Logic##Python Program Frameworks,Variety of specialized Python libraries for Program Frameworks,"rgb(42, 187, 157)",2220
1799,4,Python REST Libs,Services##Logic Services##Business Logic Communication##Python REST Libs,Python HTTP REST libraries,"rgb(102, 156, 53)",2221
3949,4,Python Runtime Services,Services##Logic Services##Business Logic##Python Runtime Services,Variety of specialized Python libraries for Python Runtime Services,"rgb(42, 187, 157)",2220
4097,4,Python SFTP Libs,Services##Logic Services##Business Logic##Python SFTP Libs,Python libraries for SFTP (Secure File Transfer Protocol) — useful for uploading/downloading files over SSH.,"rgb(9, 114, 159)",2220
4096,4,Python Task Execution & Automation Tool,Services##Logic Services##Business Logic##Python Task Execution & Automation Tool,"Python task execution library, inspired by tools like make, fabric, and npm scripts. It allows rununig shell commands or Python functions as tasks from the command line.","rgb(42, 187, 157)",2220
3910,4,Python XML Processing,Services##Logic Services##Business Logic##Python XML Processing,Lightweight and super-convenient Python library that lets you convert XML into JSON and for processing and manipulating XML and HTML documents.,"rgb(42, 187, 157)",2220
162,4,QoS Logback,Services##Logic Services##Business Logic##QoS Logback,Logback is intended as a successor to the popular log4j project.,"rgb(217, 80, 0)",2220
2909,4,Qt,User Interaction##Screen Interaction##Rich Client Presentation##Qt,"Cross-platform framework & tools. Design, develop, test & deploy user interfaces & app","rgb(66, 205, 82)",2266
3708,4,Qt for Python,Services##Logic Services##Business Logic##Qt for Python,Qt for Python,"rgb(102, 156, 53)",2220
3013,4,Quarkus,Services##Logic Services##Business Logic##Quarkus,"A Kubernetes Native Java stack tailored for OpenJDK HotSpot and GraalVM, crafted from the best of breed Java libraries and standards.","rgb(0, 109, 143)",2220
589,4,Quartz,Services##Logic Services##Business Logic##Quartz,"Quartz is a job scheduling library that can be embedded in java applications with support for transactions, persistence, clustering and plugins.

","rgb(154, 36, 79)",2220
88,4,Querydsl,Services##Logic Services##Business Logic##Querydsl,Unified Queries for Java.,"rgb(217, 80, 0)",2220
1809,4,R2DBC,Services##Logic Services##Data Access Services##R2DBC,Reactive Relational Database Connectivity,"rgb(0, 77, 101)",2225
437,4,RACF Utility,Services##Logic Services##Business Logic##RACF Utility,Resource Access Control Facility (RACF),"rgb(190, 15, 15)",2220
415,4,REST-assured,Services##Logic Services##Business Logic##REST-assured,Testing and validating REST services in Java is harder than in dynamic languages such as Ruby and Groovy. REST Assured brings the simplicity of using these languages into the Java domain.,"rgb(102, 156, 53)",2220
152,4,RESThub for Spring,Services##Logic Services##Business Logic Communication##RESThub for Spring,RESThub is a stack based on Spring and Backbone.js designed to build HTML5 applications easily and efficiently.,"rgb(217, 80, 0)",2221
4059,4,RSA cryptography,Services##Logic Services##Business Logic##RSA cryptography,"rsa is a Python library for encryption, decryption, signing, and verifying messages using the RSA algorithm, one of the most widely used public-key cryptographic systems.","rgb(9, 113, 101)",2220
3215,4,RZO,Services##Logic Services##Business Logic##RZO,is a java centric implementation of the java service wrapper by tanuki (JSW). It aims at being mostly configuration compliant with the original. It should therefore be easy to switch from JSW to YAJSW.,"rgb(121, 26, 62)",2220
3078,4,RabbitMQ,System Interaction##Communication Services##Messaging Services##RabbitMQ,RabbitMQ is lightweight and easy to deploy on premises and in the cloud. It supports multiple messaging protocols and streaming.,"rgb(255, 102, 0)",2253
3097,4,RabbitMQ for .NET,System Interaction##Communication Services##Messaging Services##RabbitMQ for .NET,RabbitMQ is an open source message broker.,"rgb(255, 102, 0)",2253
1389,4,RabbitMQ for Java,System Interaction##Communication Services##Messaging Services##RabbitMQ for Java,RabbitMQ is an open source message broker.,"rgb(255, 102, 0)",2253
4112,4,Radix,Services##Logic Services##Business Logic##Radix,"Components, icons, and colors for building high‑quality, accessible UI. Free and open-source.","rgb(123, 33, 159)",2220
599,4,ReachUI,User Interaction##Web Interaction##Web Presentation##ReachUI,Reach UI seeks to become the accessible foundation of your React-based design system.,"rgb(0, 66, 170)",2278
513,4,React Native,User Interaction##Web Interaction##Web Presentation##React Native,"React Native combines the best parts of native development with React, a best-in-class JavaScript library for building user interfaces.","rgb(0, 163, 215)",2278
28,4,ReactJS,User Interaction##Web Interaction##Web Presentation##ReactJS,A JavaScript library for building user interfaces,"rgb(0, 199, 252)",2278
4073,4,Reactive Feign,Services##Logic Services##Business Logic Communication##Reactive Feign,Reactive Feign client inspired by https://github.com/OpenFeign project,,2221
411,4,ReactiveX for Java,Services##Logic Services##Business Logic##ReactiveX for Java,RxJava – Reactive Extensions for the JVM – a library for composing asynchronous and event-based programs using observable sequences for the Java VM.,"rgb(238, 4, 144)",2220
539,4,Reactor Netty,Services##Logic Services##Business Logic##Reactor Netty,TCP/HTTP/UDP/QUIC client/server with Reactor over Netty,"rgb(119, 187, 65)",2220
3526,4,Realm,User Interaction##Mobile Interaction##Mobile Data Access##Realm,"Realm is a mobile database that runs directly on phones, tablets or wearables. It supports all major mobile and desktop operating systems, such as iOS, Android, UWP, macOS, Linux, and Windows.","rgb(153, 41, 189)",2256
3090,4,Rebus,System Interaction##Communication Services##Messaging Services##Rebus,Simple and lean service bus implementation for .NET,"rgb(185, 45, 93)",2253
1797,4,Redis SDK for Python,Services##Logic Services##Data Access Services##Redis SDK for Python,"The Redis SDK for Python, known as redis-py, is a popular library providing a simple and powerful interface for interacting with a Redis database in Python applications.","rgb(0, 0, 0)",2225
1878,4,Redis for .NET,Services##Logic Services##Data Access Services##Redis for .NET,Redis SDK for .NET,"rgb(231, 27, 27)",2225
480,4,Redis for JS-TS,Services##Logic Services##Data Access Services##Redis for JS-TS,All libraries used to manage Redis connections.,"rgb(185, 45, 93)",2225
632,4,Redis for Java,Services##Logic Services##Data Access Services##Redis for Java,Connect your Java application to a Redis database,"rgb(185, 45, 93)",2225
428,4,Redux,User Interaction##Web Interaction##Web Presentation##Redux,Redux is a predictable state container for JavaScript apps.,"rgb(153, 41, 189)",2278
3362,4,Refit,User Interaction##Web Interaction##Web Communication##Refit,Refit is a popular library that allows us to interact with any HTTP-based Rest API using interfaces,"rgb(0, 140, 180)",2275
413,4,Resilience4j,Services##Logic Services##Business Logic##Resilience4j,Resilience4j is a fault tolerance library designed for Java8 and functional programming.,"rgb(255, 64, 19)",2220
148,4,RestFB,Services##Logic Services##Business Logic##RestFB,RestFB is a simple and flexible Facebook Graph API client written in Java.,"rgb(181, 26, 0)",2220
51,4,RestSharp,Services##Logic Services##Business Logic Communication##RestSharp,RestSharpis a popular open-source library for .NET that simplifies the process of consuming RESTful APIs by providing a fluent and easy-to-use interface for making HTTP requests and handling responses.,"rgb(148, 0, 255)",2221
1887,4,Restify,System Interaction##Communication Services##Exposed API##Restify,A Node.js web service framework optimized for building semantically correct RESTful web services ready for production use at scale.,"rgb(119, 187, 65)",2231
3234,4,Retrofit,Services##Logic Services##Business Logic Communication##Retrofit,A type-safe HTTP client for Android and Java,"rgb(102, 156, 53)",2221
3297,4,Rocket JCLPREP Utility,Services##Logic Services##Business Logic##Rocket JCLPREP Utility,"JCLPREP is a dynamic JCL management tool with the ability to perform fully customizable standards enforcement, JCL conversions and corrections, as well as comprehensive reporting and optional reformatting.","rgb(13, 118, 213)",2220
3298,4,Rocket Zara for zOS Utility,Services##Logic Services##Business Logic##Rocket Zara for zOS Utility,"Zara is an advanced mainframe tape management system that tracks the physical location, status and protects the contents of every volume. All information maintained by Zara is accessible through online displays as well as hard copy reports.","rgb(0, 0, 0)",2220
3216,4,Run Service,System Interaction##Communication Services##Business Process Services##Run Service,Run Service typically refers to a service or component that is actively running and providing some functionality or executing specific tasks,"rgb(122, 0, 80)",2223
4034,4,Runtime library,Services##Logic Services##Business Logic##Runtime library,"A Python runtime library is a module that provides functions and utilities which can be imported and used during program execution to support features like compatibility, standard operations, or enhanced functionality without requiring code transformation or compilation.","rgb(13, 145, 28)",2220
503,4,RxJS,Services##Logic Services##Business Logic##RxJS,Reactive Extensions Library for JavaScript,"rgb(255, 64, 255)",2220
1823,4,SAP,Services##Logic Services##Business Logic##SAP,,"rgb(72, 49, 216)",2220
3156,4,SAP Crystal Reports,Services##Output Services##Reporting Services##SAP Crystal Reports,"Crystal Reports is a business intelligence application used to design and generate reports from a wide range of data sources. It is developed by a company called Crystal Services, Inc., which was later acquired by Seagate Technology. Seagate subsequently merged with Business Objects in 2003, and Business Objects, in turn, was later acquired by SAP in 2007.","rgb(221, 149, 5)",2264
3690,4,SAP Data Access,Services##Logic Services##Data Access Services##SAP Data Access,,"rgb(108, 172, 104)",2225
3673,4,SAP Data Base,Data Services##Database Services##RDBMS Services##SAP Data Base,,"rgb(36, 42, 198)",2263
